21,8,,,,,,,,,,,,Fmaj,Cmaj,G7,Cmaj,Fmaj,Cmaj,G7,Cmaj,1.4534909080039502,#,_CmajG7CmajFmajCmajG7CmajFmaj
45,6,,,,,,,,,,,,,,Fmaj,Cmaj,G7,Cmaj,G7,Cmaj,2.239013175330894,#,_CmajG7CmajG7CmajFmaj
40,5,,,,,,,,,,,,,,,Fmaj,Cmaj,G7,Fmaj,Cmaj,1.8457455652491697,#,_CmajFmajG7CmajFmaj
12,6,,,,,,,,,,,,,,Fmaj,Cmaj,Gmaj,Amin,Emin,Fmaj,1.9182958340544893,#,_FmajEminAminGmajCmajFmaj
10,7,,,,,,,,,,,,,Fmaj,Cmaj,Gmaj,Cmaj,C7,Fmaj,Cmaj,1.295461844238322,#,_CmajFmajC7CmajGmajCmajFmaj
14,10,,,,,,,,,,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,1.0949143184120975,#,_CmajFmajCmajFmajCmajFmajCmajGmajCmajFmaj
55,10,,,,,,,,,,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Cmaj,0.9696658164489814,##,_CmajFmajCmajGmajCmajFmajCmajGmajCmajFmaj
37,14,,,,,,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Cmaj,1.0483288961581652,##,_CmajFmajCmajGmajCmajFmajCmajGmajCmajFmajCmajGmajCmajFmaj
25,18,,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Cmaj,1.0263137138648348,###,_CmajFmajCmajGmajCmajFmajCmajGmajCmajFmajCmajGmajCmajFmajCmajGmajCmajFmaj
11,10,,,,,,,,,,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,0.9456603046006402,###,_CmajGmajFmajCmajGmajFmajCmajGmajCmajFmaj
12,5,,,,,,,,,,,,,,,Fmaj,Cmaj,Gmaj,F7,Cmaj,1.584962500721156,#,_CmajF7GmajCmajFmaj
32,10,,,,,,,,,,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,1.4730505277442498,#,_CmajFmajGmajCmajFmajCmajFmajGmajCmajFmaj
19,15,,,,,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,1.086987702339905,####,_CmajFmajGmajCmajFmajCmajFmajGmajCmajFmajCmajFmajGmajCmajFmaj
132,8,,,,,,,,,,,,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,1.1256215486754229,#,_CmajFmajGmajCmajFmajGmajCmajFmaj
36,11,,,,,,,,,Fmaj,Cmaj,Gmaj,Fmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,1.0529407605626349,###,_CmajFmajCmajFmajCmajFmajGmajFmajGmajCmajFmaj
11,7,,,,,,,,,,,,,Fmaj,Cmaj,Gmaj,Fmaj6,Fmaj,Cmaj,Gmaj,1.4911148500551858,##,_GmajCmajFmajFmaj6GmajCmajFmaj
13,4,,,,,,,,,,,,,,,,Fmaj,Cmaj,Gmin7,Fmaj,0.9912642605354288,#,_FmajGmin7CmajFmaj
18,6,,,,,,,,,,,,,,Fmaj,Cmaj,Gsus4,Cmaj,Fmaj,Cmaj,0.9864267287308425,#,_CmajFmajCmajGsus4CmajFmaj
36,5,,,,,,,,,,,,,,,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,0.9787736442562125,##,_Cmaj7FmajE-majCmaj7Fmaj
19,14,,,,,,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,1.0214554656116668,######,_Cmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-majCmaj7Fmaj
14,17,,,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,1.1981174211304033,##,_Cmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-majCmaj7Fmaj
33,4,,,,,,,,,,,,,,,,Fmaj,Cmin,Cmin7,Fmaj,1.78799906625867,#,_FmajCmin7CminFmaj
16,9,,,,,,,,,,,Fmaj,Cmin,Cmin7,Fmaj,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,1.3244602933016414,####,_FmajCmin7CminFmajCmin7FmajCmin7CminFmaj
11,14,,,,,,Fmaj,Cmin,Cmin7,Fmaj,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,1.2406705316766886,####,_FmajCmin7CminFmajCmin7FmajCmin7CminFmajCmin7FmajCmin7CminFmaj
16,6,,,,,,,,,,,,,,Fmaj,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,1.3244602933016414,##,_FmajCmin7CminFmajCmin7Fmaj
11,11,,,,,,,,,Fmaj,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,Cmin7,Fmaj,Cmin,Cmin7,Fmaj,1.2406705316766886,####,_FmajCmin7CminFmajCmin7FmajCmin7CminFmajCmin7Fmaj
12,15,,,,,Fmaj,Dmaj,Gmaj,Cno3,Gmaj,A-maj7,E-maj,D-maj,Cmin7,Cno3,Gmaj,A-maj,Fmaj,Dmaj,Gmaj,0.9182958340544896,###########,_GmajDmajFmajA-majGmajCno3Cmin7D-majE-majA-maj7GmajCno3GmajDmajFmaj
13,9,,,,,,,,,,,Fmaj,Dmin,Gmaj,Cmaj,Fmaj,Dmin,Gmaj,Cmaj,Fmaj,1.2389012566026307,##,_FmajCmajGmajDminFmajCmajGmajDminFmaj
39,5,,,,,,,,,,,,,,,Fmaj,Dmin,Gsus4,Cmaj,Amin,1.1401156785146092,##,_AminCmajGsus4DminFmaj
27,10,,,,,,,,,,Fmaj,Dmin,Gsus4,Cmaj,Amin,Fmaj,Dmin,Gsus4,Cmaj,Amin,1.3516441151533922,####,_AminCmajGsus4DminFmajAminCmajGsus4DminFmaj
15,15,,,,,Fmaj,Dmin,Gsus4,Cmaj,Amin,Fmaj,Dmin,Gsus4,Cmaj,Amin,Fmaj,Dmin,Gsus4,Cmaj,Amin,1.3709505944546687,####,_AminCmajGsus4DminFmajAminCmajGsus4DminFmajAminCmajGsus4DminFmaj
28,5,,,,,,,,,,,,,,,Fmaj,Dmin7,Fmaj,Dmin7,Fmaj,0.9402859586706309,#,_FmajDmin7FmajDmin7Fmaj
10,12,,,,,,,,Fmaj,Dmin7,Fmaj,Dmin7,Fmaj,Dmin7,Fmaj,Fmaj7,Cmaj,Amin7,Fmaj7,Cmaj,1.5219280948873621,####,_CmajFmaj7Amin7CmajFmaj7FmajDmin7FmajDmin7FmajDmin7Fmaj
10,10,,,,,,,,,,Fmaj,Dmin7,Fmaj,Dmin7,Fmaj,Fmaj7,Cmaj,Amin7,Fmaj7,Cmaj,1.5219280948873621,####,_CmajFmaj7Amin7CmajFmaj7FmajDmin7FmajDmin7Fmaj
10,8,,,,,,,,,,,,Fmaj,Dmin7,Fmaj,Fmaj7,Cmaj,Amin7,Fmaj7,Cmaj,1.5219280948873621,####,_CmajFmaj7Amin7CmajFmaj7FmajDmin7Fmaj
31,5,,,,,,,,,,,,,,,Fmaj,E-maj,Cmaj,Fmaj,E-maj,0.9473759016233785,#,_E-majFmajCmajE-majFmaj
24,8,,,,,,,,,,,,Fmaj,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,1.1386865525783176,##,_E-majFmajCmajE-majFmajCmajE-majFmaj
19,11,,,,,,,,,Fmaj,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,1.3372449392958772,##,_E-majFmajCmajE-majFmajCmajE-majFmajCmajE-majFmaj
14,14,,,,,,Fmaj,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,0.946372935985442,##,_E-majFmajCmajE-majFmajCmajE-majFmajCmajE-majFmajCmajE-majFmaj
11,17,,,Fmaj,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,1.0957952550009338,##,_E-majFmajCmajE-majFmajCmajE-majFmajCmajE-majFmajCmajE-majFmajCmajE-majFmaj
12,6,,,,,,,,,,,,,,Fmaj,E-maj,Cmin,Fmaj,E-maj,Cmin,1.4591479170272448,##,_CminE-majFmajCminE-majFmaj
33,4,,,,,,,,,,,,,,,,Fmaj,Emaj,Amin,Gmaj,1.88037198757711,#,_GmajAminEmajFmaj
10,8,,,,,,,,,,,,Fmaj,Emaj,Amin,Gmaj,Cmaj7,Fmaj,Emaj,Amaj,0.9709505944546686,###,_AmajEmajFmajCmaj7GmajAminEmajFmaj
10,12,,,,,,,,Fmaj,Emaj,Amin,Gmaj,Fmaj,Emaj,Amin,Gmaj,Cmaj7,Fmaj,Emaj,Amaj,0.9709505944546686,#######,_AmajEmajFmajCmaj7GmajAminEmajFmajGmajAminEmajFmaj
10,18,,Fmaj,Emaj,Amin,Gmaj,G7,Cmaj7,Fmaj,Emaj,Amin,Gmaj,Fmaj,Emaj,Amin,Gmaj,Cmaj7,Fmaj,Emaj,Amaj,0.9709505944546686,#############,_AmajEmajFmajCmaj7GmajAminEmajFmajGmajAminEmajFmajCmaj7G7GmajAminEmajFmaj
22,6,,,,,,,,,,,,,,Fmaj,Emin,Amin,Fmaj,Emin,Amin,0.9567657083663145,##,_AminEminFmajAminEminFmaj
18,9,,,,,,,,,,,Fmaj,Emin,Amin,Fmaj,Emin,Amin,Fmaj,Emin,Amin,1.0975378398419535,##,_AminEminFmajAminEminFmajAminEminFmaj
14,12,,,,,,,,Fmaj,Emin,Amin,Fmaj,Emin,Amin,Fmaj,Emin,Amin,Fmaj,Emin,Amin,1.2916919971380596,##,_AminEminFmajAminEminFmajAminEminFmajAminEminFmaj
10,15,,,,,Fmaj,Emin,Amin,Fmaj,Emin,Amin,Fmaj,Emin,Amin,Fmaj,Emin,Amin,Fmaj,Emin,Amin,0.9219280948873623,##,_AminEminFmajAminEminFmajAminEminFmajAminEminFmajAminEminFmaj
10,6,,,,,,,,,,,,,,Fmaj,Fmaj7,Cmaj,Amin7,Fmaj7,Cmaj,1.5219280948873621,##,_CmajFmaj7Amin7CmajFmaj7Fmaj
12,5,,,,,,,,,,,,,,,Fmaj,Fmaj7,Fmaj,Fmaj7,Dmin7,1.4591479170272448,#,_Dmin7Fmaj7FmajFmaj7Fmaj
73,3,,,,,,,,,,,,,,,,,Fmaj,Fsus4,Fmaj,1.9294271050771217,#,_FmajFsus4Fmaj
10,7,,,,,,,,,,,,,Fmaj,Fsus4,Fmaj,Cmaj,Fmaj,Fsus4,Fmaj,2.0464393446710156,#,_FmajFsus4FmajCmajFmajFsus4Fmaj
14,5,,,,,,,,,,,,,,,Fmaj,Fsus4,Fmaj,Fsus4,Fmaj,1.2958363892911637,#,_FmajFsus4FmajFsus4Fmaj
19,7,,,,,,,,,,,,,Fmaj,G7,Cmaj,Amin,Fmaj,G7,Cmaj,2.1148051443393325,##,_CmajG7FmajAminCmajG7Fmaj
62,6,,,,,,,,,,,,,,Fmaj,G7,Cmaj,Fmaj,G7,Cmaj,1.2710887251657625,#,_CmajG7FmajCmajG7Fmaj
35,9,,,,,,,,,,,Fmaj,G7,Cmaj,Fmaj,G7,Cmaj,Fmaj,G7,Cmaj,1.2946706548972982,#,_CmajG7FmajCmajG7FmajCmajG7Fmaj
19,12,,,,,,,,Fmaj,G7,Cmaj,Fmaj,G7,Cmaj,Fmaj,G7,Cmaj,Fmaj,G7,Cmaj,1.058277043226334,#,_CmajG7FmajCmajG7FmajCmajG7FmajCmajG7Fmaj
10,15,,,,,Fmaj,G7,Cmaj,Fmaj,G7,Cmaj,Fmaj,G7,Cmaj,Fmaj,G7,Cmaj,Fmaj,G7,Cmaj,1.1567796494470395,#,_CmajG7FmajCmajG7FmajCmajG7FmajCmajG7FmajCmajG7Fmaj
10,7,,,,,,,,,,,,,Fmaj,G7,Cmaj,Gmaj,Cmaj,Gmaj,Cmaj,0.9709505944546686,##,_CmajGmajCmajGmajCmajG7Fmaj
13,8,,,,,,,,,,,,Fmaj,G7,Cmin,Fmaj,G7,Cmin,Fmaj,G7,0.9912642605354289,###,_G7FmajCminG7FmajCminG7Fmaj
10,5,,,,,,,,,,,,,,,Fmaj,Gmaj,A-maj,Gmaj,Cmin,0.9709505944546686,#,_CminGmajA-majGmajFmaj
19,8,,,,,,,,,,,,Fmaj,Gmaj,Amin,Fmaj,Gmaj,Amin,Fmaj,Gmaj,1.2363864108712896,#,_GmajFmajAminGmajFmajAminGmajFmaj
10,6,,,,,,,,,,,,,,Fmaj,Gmaj,Cmaj,Amaj,Fmaj,Gmaj,0.9709505944546686,#,_GmajFmajAmajCmajGmajFmaj
14,6,,,,,,,,,,,,,,Fmaj,Gmaj,Cmaj,Amin,Cmaj,Amin,1.7884504573082896,#,_AminCmajAminCmajGmajFmaj
211,6,,,,,,,,,,,,,,Fmaj,Gmaj,Cmaj,Amin,Fmaj,Gmaj,1.022225472300063,#,_GmajFmajAminCmajGmajFmaj
137,10,,,,,,,,,,Fmaj,Gmaj,Cmaj,Amin,Fmaj,Gmaj,Cmaj,Amin,Fmaj,Gmaj,0.9984791009591246,##,_GmajFmajAminCmajGmajFmajAminCmajGmajFmaj
10,8,,,,,,,,,,,,Fmaj,Gmaj,Cmaj,B-maj,Cmaj,B-maj,Cmaj,B-maj,0.9709505944546686,##,_B-majCmajB-majCmajB-majCmajGmajFmaj
31,7,,,,,,,,,,,,,Fmaj,Gmaj,Cmaj,Dmin,Fmaj,Gmaj,Cmaj,1.081967277570496,##,_CmajGmajFmajDminCmajGmajFmaj
16,11,,,,,,,,,Fmaj,Gmaj,Cmaj,Dmin,Fmaj,Gmaj,Cmaj,Dmin,Fmaj,Gmaj,Cmaj,1.014097655573916,##,_CmajGmajFmajDminCmajGmajFmajDminCmajGmajFmaj
15,6,,,,,,,,,,,,,,Fmaj,Gmaj,Cmaj,Dmin,Gmaj,Cmaj,1.456564762130954,#,_CmajGmajDminCmajGmajFmaj
18,10,,,,,,,,,,Fmaj,Gmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,1.0529407605626349,#,_FmajCmajFmajCmajFmajCmajFmajCmajGmajFmaj
12,9,,,,,,,,,,,Fmaj,Gmaj,Cmaj,Fmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,0.9798687566511527,#,_FmajCmajGmajFmajCmajFmajCmajGmajFmaj
352,9,,,,,,,,,,,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,1.480786349901212,#,_CmajGmajFmajCmajGmajFmajCmajGmajFmaj
162,15,,,,,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,0.9293191736941186,##,_CmajGmajFmajCmajGmajFmajCmajGmajFmajCmajGmajFmajCmajGmajFmaj
12,17,,,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,1.0,########,_CmajGmajFmajCmajGmajFmajCmajGmajFmajCmajGmajCmajGmajFmajCmajGmajFmaj
20,8,,,,,,,,,,,,Fmaj,Gmaj,Cmaj,Gmaj,Amin,Fmaj,Gmaj,Cmaj,1.5709505944546687,##,_CmajGmajFmajAminGmajCmajGmajFmaj
12,13,,,,,,,Fmaj,Gmaj,Cmaj,Gmaj,Amin,Fmaj,Gmaj,Cmaj,Gmaj,Amin,Fmaj,Gmaj,Cmaj,1.7924812503605778,####,_CmajGmajFmajAminGmajCmajGmajFmajAminGmajCmajGmajFmaj
10,8,,,,,,,,,,,,Fmaj,Gmaj,Cmaj,Gmaj,Amin,Gmaj6,Fmaj,Gmaj,1.1567796494470395,#,_GmajFmajGmaj6AminGmajCmajGmajFmaj
23,8,,,,,,,,,,,,Fmaj,Gmaj,Cmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,1.3015742892816131,#,_CmajGmajFmajCmajGmajCmajGmajFmaj
12,14,,,,,,Fmaj,Gmaj,Cmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,1.0,#####,_CmajGmajFmajCmajGmajFmajCmajGmajFmajCmajGmajCmajGmajFmaj
74,11,,,,,,,,,Fmaj,Gmaj,Cmaj,Gmaj,Fmaj,Gmaj,Cmaj,Gmaj,Fmaj,Gmaj,Cmaj,1.680371955693928,##,_CmajGmajFmajGmajCmajGmajFmajGmajCmajGmajFmaj
12,5,,,,,,,,,,,,,,,Fmaj,Gmaj,Emin,Amin7,Gmaj,0.9182958340544896,#,_GmajAmin7EminGmajFmaj
58,8,,,,,,,,,,,,Fmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,1.3342413724815738,#,_CmajFmajCmajFmajCmajFmajGmajFmaj
10,16,,,,Fmaj,Gmaj,Fmaj,Gmaj,Cmaj,Dmin7,Fmaj,Gmaj,Fmaj,Gmaj,Cmaj,Dmin7,Fmaj,Gmaj,Fmaj,Gmaj,0.9219280948873623,#######,_GmajFmajGmajFmajDmin7CmajGmajFmajGmajFmajDmin7CmajGmajFmajGmajFmaj
31,8,,,,,,,,,,,,Fmaj,Gmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Fmaj,1.384251455535313,#,_FmajGmajFmajCmajGmajFmajGmajFmaj
10,13,,,,,,,Fmaj,Gmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Fmaj,1.0,##,_FmajGmajFmajCmajGmajFmajGmajFmajCmajGmajFmajGmajFmaj
17,8,,,,,,,,,,,,Fmaj,Gmaj,Fmaj,Gmaj,Cmaj,Gmaj,Fmaj,Gmaj,1.383099991189334,#,_GmajFmajGmajCmajGmajFmajGmajFmaj
10,13,,,,,,,Fmaj,Gmaj,Fmaj,Gmaj,Cmaj,Gmaj,Fmaj,Gmaj,Cmaj,Gmaj,Fmaj,Gmaj,Cmaj,0.9709505944546686,####,_CmajGmajFmajGmajCmajGmajFmajGmajCmajGmajFmajGmajFmaj
45,4,,,,,,,,,,,,,,,,Fmaj,Gmaj,G7,Cmaj,1.682978126259129,#,_CmajG7GmajFmaj
10,9,,,,,,,,,,,Fmaj,Gmaj,G7,Cmaj,C7,Fmaj,Gmaj,G7,Cmaj,0.9709505944546686,###,_CmajG7GmajFmajC7CmajG7GmajFmaj
16,12,,,,,,,,Fmaj,Gmaj,G7,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Gmaj,1.5052408149441479,#####,_GmajFmajCmajGmajFmajCmajGmajFmajCmajG7GmajFmaj
19,18,,Fmaj,Gsus4,Cmaj,Dmin7,Fmaj,Gsus4,Cmaj,Dmin7,Fmaj,Gsus4,Cmaj,Dmin7,Fmaj,Gsus4,Cmaj,Dmin7,Fmaj,Gsus4,0.9132829641650988,##########,_Gsus4FmajDmin7CmajGsus4FmajDmin7CmajGsus4FmajDmin7CmajGsus4FmajDmin7CmajGsus4Fmaj
55,6,,,,,,,,,,,,,,Fmaj,Gsus4,Cmaj,Fmaj,Gsus4,Cmaj,1.0952550515472612,#,_CmajGsus4FmajCmajGsus4Fmaj
30,3,,,,,,,,,,,,,,,,,Fmaj6,Cmaj6,Fmaj6,0.9055872616982603,#,_Fmaj6Cmaj6Fmaj6
51,3,,,,,,,,,,,,,,,,,Fmaj6,Cmin,Fmaj6,1.0668258510344142,#,_Fmaj6CminFmaj6
15,4,,,,,,,,,,,,,,,,Fmaj6,Fmaj,Cmaj,Gmaj,1.7382689280764645,#,_GmajCmajFmajFmaj6
10,5,,,,,,,,,,,,,,,Fmaj6,Fmin7,Cmaj,Fmin6,G7,0.9709505944546686,###,_G7Fmin6CmajFmin7Fmaj6
15,11,,,,,,,,,Fmaj6,G7,Cmaj,Fmaj6,G7,Cmaj,Fmaj6,G7,Cmaj,Fmaj6,G7,0.9055872616982603,######,_G7Fmaj6CmajG7Fmaj6CmajG7Fmaj6CmajG7Fmaj6
12,5,,,,,,,,,,,,,,,Fmaj6,Gsus4,Cmaj7,Fmaj6,Gsus4,1.0,#,_Gsus4Fmaj6Cmaj7Gsus4Fmaj6
16,12,,,,,,,,Fmaj7,Amin7,C7,Fmaj7,Fmin7,Cmaj,Gmin,C7,Fmaj7,Fmin7,Cmaj,Amin7,1.0,#########,_Amin7CmajFmin7Fmaj7C7GminCmajFmin7Fmaj7C7Amin7Fmaj7
27,12,,,,,,,,Fmaj7,Amin7,Emin7,Dmin7,Gsus4,Amin7,Emin,Fmaj7,Amin7,Emin7,Dmin7,Gsus4,0.9182958340544896,########,_Gsus4Dmin7Emin7Amin7Fmaj7EminAmin7Gsus4Dmin7Emin7Amin7Fmaj7
18,19,Fmaj7,Amin7,Emin7,Dmin7,Gsus4,Amin7,Emin,Fmaj7,Amin7,Emin7,Dmin7,Gsus4,Amin7,Emin,Fmaj7,Amin7,Emin7,Dmin7,Gsus4,1.0,######,_Gsus4Dmin7Emin7Amin7Fmaj7EminAmin7Gsus4Dmin7Emin7Amin7Fmaj7EminAmin7Gsus4Dmin7Emin7Amin7Fmaj7
14,5,,,,,,,,,,,,,,,Fmaj7,Cmaj,Amin7,Fmaj7,Cmaj,1.4488156357251847,#,_CmajFmaj7Amin7CmajFmaj7
12,6,,,,,,,,,,,,,,Fmaj7,Cmaj,Fno3,Gmaj,Fmaj7,Cmaj,1.2516291673878228,###,_CmajFmaj7GmajFno3CmajFmaj7
24,11,,,,,,,,,Fmaj7,Cmaj,Gmaj,Fmaj,Cmaj,Amin7,Fmaj7,G7,Fmaj7,Cmaj,Gmaj,1.4056390622295662,######,_GmajCmajFmaj7G7Fmaj7Amin7CmajFmajGmajCmajFmaj7
28,5,,,,,,,,,,,,,,,Fmaj7,Cmaj,Gmaj,Fmaj7,Cmaj,0.9217544759335055,#,_CmajFmaj7GmajCmajFmaj7
19,8,,,,,,,,,,,,Fmaj7,Cmaj,Gmaj,Fmaj7,Cmaj,Gmaj,Fmaj7,Cmaj,1.1922508602346422,##,_CmajFmaj7GmajCmajFmaj7GmajCmajFmaj7
12,11,,,,,,,,,Fmaj7,Cmaj,Gmaj,Fmaj7,Cmaj,Gmaj,Fmaj7,Cmaj,Gmaj,Fmaj7,Cmaj,1.188721875540867,##,_CmajFmaj7GmajCmajFmaj7GmajCmajFmaj7GmajCmajFmaj7
13,5,,,,,,,,,,,,,,,Fmaj7,Cmaj7,E-maj7,Dmin7,Fmaj,1.1451104143815827,#,_FmajDmin7E-maj7Cmaj7Fmaj7
18,4,,,,,,,,,,,,,,,,Fmaj7,Dhdim,C7,Csus4,1.0,##,_Csus4C7DhdimFmaj7
10,6,,,,,,,,,,,,,,Fmaj7,Emin7,Cmaj,Amin7,Fmaj7,Emin7,1.295461844238322,###,_Emin7Fmaj7Amin7CmajEmin7Fmaj7
13,16,,,,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,0.9912642605354289,#########,_Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7
12,5,,,,,,,,,,,,,,,Fmaj7,Fmaj,Amin7,Emin7,Fmaj7,1.2516291673878228,##,_Fmaj7Emin7Amin7FmajFmaj7
12,4,,,,,,,,,,,,,,,,Fmaj7,Fmaj,Fmaj7,Dmin7,1.4591479170272448,#,_Dmin7Fmaj7FmajFmaj7
16,9,,,,,,,,,,,Fmaj7,Fmin7,Cmaj,Gmin,C7,Fmaj7,Fmin7,Cmaj,Amin7,1.0,#####,_Amin7CmajFmin7Fmaj7C7GminCmajFmin7Fmaj7
36,5,,,,,,,,,,,,,,,Fmaj7,G7,Fmaj7,Cmaj,Gmaj,1.188721875540867,##,_GmajCmajFmaj7G7Fmaj7
24,13,,,,,,,Fmaj7,G7,Fmaj7,Cmaj,Gmaj,Fmaj,Cmaj,Amin7,Fmaj7,G7,Fmaj7,Cmaj,Gmaj,1.4056390622295662,#######,_GmajCmajFmaj7G7Fmaj7Amin7CmajFmajGmajCmajFmaj7G7Fmaj7
10,6,,,,,,,,,,,,,,Fmaj7,Gmaj,Amin7,Emin,Fmaj,Gmaj,1.5219280948873621,##,_GmajFmajEminAmin7GmajFmaj7
15,9,,,,,,,,,,,Fmaj7,Gmaj,Cmaj,Gmaj,Fmaj7,Gmaj,Cmaj,Gmaj,Fmaj7,1.2309595631140104,###,_Fmaj7GmajCmajGmajFmaj7GmajCmajGmajFmaj7
11,4,,,,,,,,,,,,,,,,Fmaj7,Gmaj,Emin,Gmaj,1.2406705316766886,#,_GmajEminGmajFmaj7
21,7,,,,,,,,,,,,,Fmaj7,Gmaj,Fmaj7,Gmaj,Fmaj7,Gmaj,Fmaj7,0.9637459942073318,##,_Fmaj7GmajFmaj7GmajFmaj7GmajFmaj7
16,9,,,,,,,,,,,Fmaj7,Gmaj,Fmaj7,Gmaj,Fmaj7,Gmaj,Fmaj7,Gmaj,Fmaj7,1.1216407621868583,#,_Fmaj7GmajFmaj7GmajFmaj7GmajFmaj7GmajFmaj7
11,11,,,,,,,,,Fmaj7,Gmaj,Fmaj7,Gmaj,Fmaj7,Gmaj,Fmaj7,Gmaj,Fmaj7,Gmaj,Fmaj7,1.3221793455166668,#,_Fmaj7GmajFmaj7GmajFmaj7GmajFmaj7GmajFmaj7GmajFmaj7
12,12,,,,,,,,Fmin,A-maj,Gmaj,Cmin,E-maj,Fmin,A-maj,Gmaj,Cmin,E-maj,Fmin,A-maj,0.9182958340544896,########,_A-majFminE-majCminGmajA-majFminE-majCminGmajA-majFmin
12,6,,,,,,,,,,,,,,Fmin,B-maj,Cmin,Fmin,B-maj,Cmin,1.5,##,_CminB-majFminCminB-majFmin
26,4,,,,,,,,,,,,,,,,Fmin,Cmaj,Amaj,Dmin,1.1401156785146092,#,_DminAmajCmajFmin
12,15,,,,,Fmin,Cmaj,Amaj,Dmin,Cmaj,Dmin,Ddim7,Fdim7,Cmaj,Emin,Dmin,Fmin,Cmaj,Amaj,Dmin,1.4591479170272448,#########,_DminAmajCmajFminDminEminCmajFdim7Ddim7DminCmajDminAmajCmajFmin
17,9,,,,,,,,,,,Fmin,Cmaj,Fmin,Cmaj,Fmin,Cmaj,Fmin,Cmaj,Fmin,1.022420703848328,#,_FminCmajFminCmajFminCmajFminCmajFmin
